utterance_id,speaker_id,clean_path,distorted_path,severity,transcript,duration_sec
cv_0143,common_voice,data/common_voice/cv_0143.wav,data/distorted_cv/cv_0143_severe.wav,severe,ซอฟต์แวร์นั้นเป็นกรรมสิทธิ์ของโปรแกรมหรือเป็นโอเพ่นซอร์สหรือไม่,6.6724
cv_0144,common_voice,data/common_voice/cv_0144.wav,data/distorted_cv/cv_0144_severe.wav,severe,คุณยายของฉันกำลังพักฟื้นตัวอยู่ที่ศูนย์ฟื้นฟูผู้ป่วย,5.1366
cv_0145,common_voice,data/common_voice/cv_0145.wav,data/distorted_cv/cv_0145_severe.wav,severe,วิกผมของตัวตลกแต่ละตัวมีหมวกกะลาเล็ก ๆ ที่มีสายรัดคางยืดหยุ่น,8.1823
cv_0146,common_voice,data/common_voice/cv_0146.wav,data/distorted_cv/cv_0146_severe.wav,severe,รถคันนี้ขายในราคา หนึ่งหมื่นสองพันสี่ร้อยหกสิบเก้าดอลลาร์,6.2953
cv_0147,common_voice,data/common_voice/cv_0147.wav,data/distorted_cv/cv_0147_severe.wav,severe,มาร์คแกะกล่องสินค้าด้วยความระมัดระวัง,5.0974
cv_0148,common_voice,data/common_voice/cv_0148.wav,data/distorted_cv/cv_0148_severe.wav,severe,คุณจะมาโทษฉันที่ถอนตัวไม่ได้,5.6426
cv_0149,common_voice,data/common_voice/cv_0149.wav,data/distorted_cv/cv_0149_severe.wav,severe,มูหราดเพื่อนของฉันกำลังจะมาสุดสัปดาห์นี้,5.2683
cv_0150,common_voice,data/common_voice/cv_0150.wav,data/distorted_cv/cv_0150_severe.wav,severe,อยู่ตรงนี้ล่ะฟัง อย่าไปไหนเลย,4.3696
cv_0151,common_voice,data/common_voice/cv_0151.wav,data/distorted_cv/cv_0151_severe.wav,severe,ฉันได้รับมรดกรูปปั้นในพินัยกรรมของยายของฉัน,6.0823
cv_0152,common_voice,data/common_voice/cv_0152.wav,data/distorted_cv/cv_0152_severe.wav,severe,เธอไม่ชอบกระแสของถุงน่องไนลอน,4.203
cv_0153,common_voice,data/common_voice/cv_0153.wav,data/distorted_cv/cv_0153_severe.wav,severe,ผู้ชายหลายคนที่เดินกลางถนน,4.2132
cv_0154,common_voice,data/common_voice/cv_0154.wav,data/distorted_cv/cv_0154_severe.wav,severe,สินค้ามีราคาที่แตกต่างกัน,3.0916
cv_0155,common_voice,data/common_voice/cv_0155.wav,data/distorted_cv/cv_0155_severe.wav,severe,ฉันจะไปเยอรมันพรุ่งนี้,3.9589
cv_0156,common_voice,data/common_voice/cv_0156.wav,data/distorted_cv/cv_0156_severe.wav,severe,การจราจรติดขัดทั้งเมือง,2.9301
cv_0157,common_voice,data/common_voice/cv_0157.wav,data/distorted_cv/cv_0157_severe.wav,severe,เราทำเป็นว่ามันไม่เคยเกิดขึ้นไม่ได้หรอก,4.8666
cv_0158,common_voice,data/common_voice/cv_0158.wav,data/distorted_cv/cv_0158_severe.wav,severe,สถานที่แข่งที่ต่อไปคือที่ไหน,5.3884
cv_0159,common_voice,data/common_voice/cv_0159.wav,data/distorted_cv/cv_0159_severe.wav,severe,หินเหล็กไฟได้กระเด็นออกและจุดคบเพลิงน้ำมันสน,7.8182
cv_0160,common_voice,data/common_voice/cv_0160.wav,data/distorted_cv/cv_0160_severe.wav,severe,เติบโตช้ายังดีกว่าไม่พัฒนาเลย,4.5812
cv_0161,common_voice,data/common_voice/cv_0161.wav,data/distorted_cv/cv_0161_severe.wav,severe,ฉันถูกดึงไปเพื่อฝ่าไฟแดง,3.4271
cv_0162,common_voice,data/common_voice/cv_0162.wav,data/distorted_cv/cv_0162_severe.wav,severe,ฉันแนะนำให้ใช้เครื่องตรวจตัวสะกดเพื่อหลีกเลี่ยงความผิดพลาดดังกล่าว,5.2259
cv_0163,common_voice,data/common_voice/cv_0163.wav,data/distorted_cv/cv_0163_severe.wav,severe,คุณมีมัน,2.8341
cv_0164,common_voice,data/common_voice/cv_0164.wav,data/distorted_cv/cv_0164_severe.wav,severe,โซดาจะดีกับสุขภาพมากกว่านี้ ถ้ามันไม่มีน้ำตาลในนั้น,4.4745
cv_0165,common_voice,data/common_voice/cv_0165.wav,data/distorted_cv/cv_0165_severe.wav,severe,ทำเช่นนั้นด้วยแท่งไม้,3.9682
cv_0166,common_voice,data/common_voice/cv_0166.wav,data/distorted_cv/cv_0166_severe.wav,severe,บริษัทเราจะต้องปรับตัวเพื่อใช้งานเทคโนโลยีเหล่านี้,6.4393
cv_0167,common_voice,data/common_voice/cv_0167.wav,data/distorted_cv/cv_0167_severe.wav,severe,ฉันพิจารณาแล้วว่ามันเป็นพฤติกรรมที่สุ่มเสี่ยง,5.9078
cv_0168,common_voice,data/common_voice/cv_0168.wav,data/distorted_cv/cv_0168_severe.wav,severe,ฉันเขียนจดหมายถึงภรรยาของฉันด้วยมือ,3.9637
cv_0169,common_voice,data/common_voice/cv_0169.wav,data/distorted_cv/cv_0169_severe.wav,severe,แล้วเขาก็เดินไปที่ห้องบัลลังก์แล้วเคาะประตู,4.9659
cv_0170,common_voice,data/common_voice/cv_0170.wav,data/distorted_cv/cv_0170_severe.wav,severe,ฉันฟื้นฟูตัวเองและเดินไปบ้านต่อ,4.273
cv_0171,common_voice,data/common_voice/cv_0171.wav,data/distorted_cv/cv_0171_severe.wav,severe,การศึกษาเป็นสิ่งสำคัญมาก,3.1378
cv_0172,common_voice,data/common_voice/cv_0172.wav,data/distorted_cv/cv_0172_severe.wav,severe,คุณคงไม่มีที่ไป,2.5213
cv_0173,common_voice,data/common_voice/cv_0173.wav,data/distorted_cv/cv_0173_severe.wav,severe,คุณเตรียมพร้อมสำหรับการตอบคำถามภูมิศาสตร์ในวันพรุ่งนี้?,4.4838
cv_0174,common_voice,data/common_voice/cv_0174.wav,data/distorted_cv/cv_0174_severe.wav,severe,เติมผักชี,3.8942
cv_0175,common_voice,data/common_voice/cv_0175.wav,data/distorted_cv/cv_0175_severe.wav,severe,บังเอิญว่ามันเป็นเรื่องจริง,2.4183
cv_0176,common_voice,data/common_voice/cv_0176.wav,data/distorted_cv/cv_0176_severe.wav,severe,ยูเอสบีไดรฟ์,4.415
cv_0177,common_voice,data/common_voice/cv_0177.wav,data/distorted_cv/cv_0177_severe.wav,severe,วันอาสาฬหบูชา,4.4718
cv_0178,common_voice,data/common_voice/cv_0178.wav,data/distorted_cv/cv_0178_severe.wav,severe,ฉันยกผ้าคลุมขึ้นและพูดกับหล่อน,3.7309
cv_0179,common_voice,data/common_voice/cv_0179.wav,data/distorted_cv/cv_0179_severe.wav,severe,ฉันต้องการเรียนรู้เรื่องสัตววิทยา,3.3351
cv_0180,common_voice,data/common_voice/cv_0180.wav,data/distorted_cv/cv_0180_severe.wav,severe,ทำไมที่นี่ยังต้องใช้สำเนาบัตรประชาชน,3.7786
cv_0181,common_voice,data/common_voice/cv_0181.wav,data/distorted_cv/cv_0181_severe.wav,severe,พวกเขาเปิดขวดไวน์และดื่มอย่างหนัก,3.9729
cv_0182,common_voice,data/common_voice/cv_0182.wav,data/distorted_cv/cv_0182_severe.wav,severe,ที่กินที่เที่ยว,2.2131
cv_0183,common_voice,data/common_voice/cv_0183.wav,data/distorted_cv/cv_0183_severe.wav,severe,คอมพิวเตอร์เครื่องนี้ติดไวรัส,4.0563
cv_0184,common_voice,data/common_voice/cv_0184.wav,data/distorted_cv/cv_0184_severe.wav,severe,โอ้มันแย่มาก!,2.0356
cv_0185,common_voice,data/common_voice/cv_0185.wav,data/distorted_cv/cv_0185_severe.wav,severe,มันไม่ถูกต้องเธอรู้ใช่ไหม,4.5868
cv_0186,common_voice,data/common_voice/cv_0186.wav,data/distorted_cv/cv_0186_severe.wav,severe,ฉันขอแซนด์วิชที่ไม่ใส่มะเขือเทศ,3.4813
cv_0187,common_voice,data/common_voice/cv_0187.wav,data/distorted_cv/cv_0187_severe.wav,severe,หยุดทำงาน,3.2304
cv_0188,common_voice,data/common_voice/cv_0188.wav,data/distorted_cv/cv_0188_severe.wav,severe,ขอพูดอีกครั้งว่าที่นี่มีบางอย่างที่ฉันไม่เข้าใจ,5.3708
cv_0189,common_voice,data/common_voice/cv_0189.wav,data/distorted_cv/cv_0189_severe.wav,severe,คุณคิดยังไงถึงจะดีที่สุด คุณซัมเมอร์สัน,6.0214
cv_0190,common_voice,data/common_voice/cv_0190.wav,data/distorted_cv/cv_0190_severe.wav,severe,คุณเห็นสิ่งที่จะเกิดขึ้น,3.2837
cv_0191,common_voice,data/common_voice/cv_0191.wav,data/distorted_cv/cv_0191_severe.wav,severe,อีกไกลแค่ไหนถึงจะถึง,4.0586
cv_0192,common_voice,data/common_voice/cv_0192.wav,data/distorted_cv/cv_0192_severe.wav,severe,คุณอายุเท่าไหร่?,4.1491
cv_0193,common_voice,data/common_voice/cv_0193.wav,data/distorted_cv/cv_0193_severe.wav,severe,เคทลีนหยิบมือถือออกมาจากกระเป๋า,5.8057
cv_0194,common_voice,data/common_voice/cv_0194.wav,data/distorted_cv/cv_0194_severe.wav,severe,เราบอกเขาไปว่า ฉันก็อยู่อย่างฉัน เธอก็อยู่อย่างเธอ,5.8642
cv_0195,common_voice,data/common_voice/cv_0195.wav,data/distorted_cv/cv_0195_severe.wav,severe,คุณยังเด็กที่จะเป็นผู้ดูแลโรงแรม” ฉันพูด,5.7133
cv_0196,common_voice,data/common_voice/cv_0196.wav,data/distorted_cv/cv_0196_severe.wav,severe,คุณเป็นอย่างไรบ้าง,2.3991
cv_0197,common_voice,data/common_voice/cv_0197.wav,data/distorted_cv/cv_0197_severe.wav,severe,และแสงสว่างจ้าทะลุผ่านรอยขาดของผ้าม่าน,4.6854
cv_0198,common_voice,data/common_voice/cv_0198.wav,data/distorted_cv/cv_0198_severe.wav,severe,มีห้องว่างอยู่จากที่ที่เธอมา,5.2112
cv_0199,common_voice,data/common_voice/cv_0199.wav,data/distorted_cv/cv_0199_severe.wav,severe,ทำไมฉันถึงต้องตามหาเธอบ่อย ๆ ถ้าฉันไม่สนใจ,5.6787
